Country,Authority,Measure,Year,Patents
Czechia,European Patent Office,Patent grants,2019,141.55
Czechia,World Intellectual Property Organization,Patent applications,2019,254.86827
Czechia,United States Patent and Trademark Office,Patent applications,2019,377.69321
Czechia,United States Patent and Trademark Office,Patent grants,2019,276.11981
Czechia,European Patent Office,Patent applications,2020,292.50421
Czechia,European Patent Office,Patent grants,2020,113.3396
Czechia,World Intellectual Property Organization,Patent applications,2020,263.35434
Czechia,United States Patent and Trademark Office,Patent applications,2020,356.20969
Czechia,United States Patent and Trademark Office,Patent grants,2020,246.367
Czechia,European Patent Office,Patent applications,2021,307.9653
Czechia,European Patent Office,Patent grants,2021,69.817902
Czechia,World Intellectual Property Organization,Patent applications,2021,338.31845
Czechia,United States Patent and Trademark Office,Patent applications,2021,309.98911
Czechia,United States Patent and Trademark Office,Patent grants,2021,159.7151
Czechia,European Patent Office,Patent applications,2022,263.39761
Czechia,World Intellectual Property Organization,Patent applications,2022,267.74246
Czechia,United States Patent and Trademark Office,Patent applications,2022,256.70291
Czechia,World Intellectual Property Organization,Patent applications,2023,287.46021
Czechia,World Intellectual Property Organization,Patent applications,2024,298.68219
Denmark,European Patent Office,Patent applications,2009,1254.5529
Denmark,European Patent Office,Patent grants,2009,738.0885
Denmark,World Intellectual Property Organization,Patent applications,2009,1126.4418
Denmark,United States Patent and Trademark Office,Patent applications,2009,1198.3223
Denmark,United States Patent and Trademark Office,Patent grants,2009,781.10602
Denmark,European Patent Office,Patent applications,2010,1363.8214
Denmark,European Patent Office,Patent grants,2010,863.21179
Denmark,World Intellectual Property Organization,Patent applications,2010,1143.007
Denmark,United States Patent and Trademark Office,Patent applications,2010,1327.3596
Denmark,United States Patent and Trademark Office,Patent grants,2010,880.14941
Denmark,European Patent Office,Patent applications,2011,1556.4939
Denmark,European Patent Office,Patent grants,2011,956.39838
Denmark,World Intellectual Property Organization,Patent applications,2011,1251.6246
Denmark,United States Patent and Trademark Office,Patent applications,2011,1522.4218
Denmark,United States Patent and Trademark Office,Patent grants,2011,1025.6547
Denmark,European Patent Office,Patent applications,2012,1422.8804
Denmark,European Patent Office,Patent grants,2012,848.72137
Denmark,World Intellectual Property Organization,Patent applications,2012,1152.2155
Denmark,United States Patent and Trademark Office,Patent applications,2012,1402.6831
Denmark,United States Patent and Trademark Office,Patent grants,2012,963.49432
Denmark,European Patent Office,Patent applications,2013,1460.8051
Denmark,European Patent Office,Patent grants,2013,925.19733
Denmark,World Intellectual Property Organization,Patent applications,2013,1218.8259
Denmark,United States Patent and Trademark Office,Patent applications,2013,1482.3475
Denmark,United States Patent and Trademark Office,Patent grants,2013,1035.755
Denmark,European Patent Office,Patent applications,2014,1534.2708
Denmark,European Patent Office,Patent grants,2014,974.0899
Denmark,World Intellectual Property Organization,Patent applications,2014,1192.8386
Denmark,United States Patent and Trademark Office,Patent applications,2014,1500.3372
Denmark,United States Patent and Trademark Office,Patent grants,2014,1054.6711
Denmark,European Patent Office,Patent applications,2015,1521.2531
Denmark,European Patent Office,Patent grants,2015,971.09259
Denmark,World Intellectual Property Organization,Patent applications,2015,1270.3555
Denmark,United States Patent and Trademark Office,Patent applications,2015,1558.4109
Denmark,United States Patent and Trademark Office,Patent grants,2015,1151.1971
Denmark,European Patent Office,Patent applications,2016,1527.1163
Denmark,European Patent Office,Patent grants,2016,962.97443
Denmark,World Intellectual Property Organization,Patent applications,2016,1303.39
Denmark,United States Patent and Trademark Office,Patent applications,2016,1452.7797
Denmark,United States Patent and Trademark Office,Patent grants,2016,1074.9719
Denmark,European Patent Office,Patent applications,2017,1632.2592
Denmark,European Patent Office,Patent grants,2017,929.42023
Denmark,World Intellectual Property Organization,Patent applications,2017,1365.8208
Denmark,United States Patent and Trademark Office,Patent applications,2017,1560.7266
Denmark,United States Patent and Trademark Office,Patent grants,2017,1144.0098
Denmark,European Patent Office,Patent applications,2018,1722.899
Denmark,European Patent Office,Patent grants,2018,822.13452
Denmark,World Intellectual Property Organization,Patent applications,2018,1344.0548
Denmark,United States Patent and Trademark Office,Patent applications,2018,1523.1223
Denmark,United States Patent and Trademark Office,Patent grants,2018,1021.95
Denmark,European Patent Office,Patent applications,2019,1712.5272
Denmark,European Patent Office,Patent grants,2019,666.078
Denmark,World Intellectual Property Organization,Patent applications,2019,1437.297
Denmark,United States Patent and Trademark Office,Patent applications,2019,1586.9836
Denmark,United States Patent and Trademark Office,Patent grants,2019,901.86462
Denmark,European Patent Office,Patent applications,2020,1898.2332
Denmark,European Patent Office,Patent grants,2020,551.95081
Denmark,World Intellectual Property Organization,Patent applications,2020,1559.3512
Denmark,United States Patent and Trademark Office,Patent applications,2020,1632.7273
Denmark,United States Patent and Trademark Office,Patent grants,2020,690.50177
Denmark,European Patent Office,Patent applications,2021,1837.6523
Denmark,European Patent Office,Patent grants,2021,322.30829
Denmark,World Intellectual Property Organization,Patent applications,2021,1493.7463
Denmark,United States Patent and Trademark Office,Patent applications,2021,1524.7653
Denmark,United States Patent and Trademark Office,Patent grants,2021,402.71799
Denmark,European Patent Office,Patent applications,2022,1687.2639
Denmark,World Intellectual Property Organization,Patent applications,2022,1534.7369
Denmark,United States Patent and Trademark Office,Patent applications,2022,769.93091
Denmark,World Intellectual Property Organization,Patent applications,2023,1534.5208
Denmark,World Intellectual Property Organization,Patent applications,2024,1526.6606
Estonia,World Intellectual Property Organization,Patent applications,2009,49.445835
Estonia,United States Patent and Trademark Office,Patent grants,2009,31.25
Estonia,World Intellectual Property Organization,Patent applications,2010,50.700001
Estonia,United States Patent and Trademark Office,Patent grants,2010,25.342899
Estonia,World Intellectual Property Organization,Patent applications,2011,39.938095
Estonia,United States Patent and Trademark Office,Patent grants,2011,31.419001
Estonia,World Intellectual Property Organization,Patent applications,2012,17.666666
Estonia,United States Patent and Trademark Office,Patent grants,2012,22.049999
Estonia,World Intellectual Property Organization,Patent applications,2013,34.065079
Estonia,United States Patent and Trademark Office,Patent grants,2013,31.9909
Estonia,World Intellectual Property Organization,Patent applications,2014,37.5
Estonia,United States Patent and Trademark Office,Patent grants,2014,29.9095
Estonia,World Intellectual Property Organization,Patent applications,2015,27.374603
Estonia,United States Patent and Trademark Office,Patent grants,2015,50.559502
Estonia,World Intellectual Property Organization,Patent applications,2016,39.366665
Estonia,United States Patent and Trademark Office,Patent grants,2016,44.783298
Estonia,World Intellectual Property Organization,Patent applications,2017,47.556061
Estonia,United States Patent and Trademark Office,Patent grants,2017,40.729698
Estonia,World Intellectual Property Organization,Patent applications,2018,45.190475
Estonia,United States Patent and Trademark Office,Patent grants,2018,24.616699
Estonia,World Intellectual Property Organization,Patent applications,2019,45.299999
Estonia,United States Patent and Trademark Office,Patent grants,2019,37.581799
Estonia,World Intellectual Property Organization,Patent applications,2020,41.648811
Estonia,United States Patent and Trademark Office,Patent grants,2020,21.242901
Estonia,World Intellectual Property Organization,Patent applications,2021,40.097618
Estonia,United States Patent and Trademark Office,Patent grants,2021,17.124201
Estonia,World Intellectual Property Organization,Patent applications,2022,27.049999
