Measure,Unit,Year,Value
"Payments based on current area planted / animal numbers / receipts / income, production required","National currency, Millions",2019,50796.585
"Payments based on current area planted / animal numbers / receipts / income, production required","National currency, Millions",2020,45388.1139
"Payments based on current area planted / animal numbers / receipts / income, production required","National currency, Millions",2021,60106.9243
"Payments based on current area planted / animal numbers / receipts / income, production required","National currency, Millions",2022,52055.6866
"Payments based on current area planted / animal numbers / receipts / income, production required","National currency, Millions",2023,54016.1905
"Payments based on current area planted / animal numbers / receipts / income, production required","National currency, Millions",2024,52515.8666
Based on area planted or animal numbers,"Euro, Millions",2013,24715.5065
Based on area planted or animal numbers,"Euro, Millions",2014,21213.6145
Based on area planted or animal numbers,"Euro, Millions",2015,25942.6894
Based on area planted or animal numbers,"Euro, Millions",2016,26900.2079
Based on area planted or animal numbers,"Euro, Millions",2017,28425.1623
Based on area planted or animal numbers,"Euro, Millions",2018,27699.0302
Based on area planted or animal numbers,"Euro, Millions",2019,41473.9213
Based on area planted or animal numbers,"Euro, Millions",2020,35173.4836
Based on area planted or animal numbers,"Euro, Millions",2021,45120.5073
Based on area planted or animal numbers,"Euro, Millions",2022,43577.0817
Based on area planted or animal numbers,"Euro, Millions",2023,43175.9088
Based on area planted or animal numbers,"Euro, Millions",2024,40002.8628
Based on area planted or animal numbers,"US dollar, Millions",2013,32825.1154
Based on area planted or animal numbers,"US dollar, Millions",2014,28182.3108
Based on area planted or animal numbers,"US dollar, Millions",2015,28783.7618
Based on area planted or animal numbers,"US dollar, Millions",2016,29775.9383
Based on area planted or animal numbers,"US dollar, Millions",2017,32111.3529
Based on area planted or animal numbers,"US dollar, Millions",2018,32711.2818
Based on area planted or animal numbers,"US dollar, Millions",2019,46429.0111
Based on area planted or animal numbers,"US dollar, Millions",2020,40175.0343
Based on area planted or animal numbers,"US dollar, Millions",2021,53365.8515
Based on area planted or animal numbers,"US dollar, Millions",2022,45888.7747
Based on area planted or animal numbers,"US dollar, Millions",2023,46684.7333
Based on area planted or animal numbers,"US dollar, Millions",2024,43298.2961
Based on area planted or animal numbers,"National currency, Millions",2013,32825.1154
Based on area planted or animal numbers,"National currency, Millions",2014,28182.3108
Based on area planted or animal numbers,"National currency, Millions",2015,28783.7618
Based on area planted or animal numbers,"National currency, Millions",2016,29775.9383
Based on area planted or animal numbers,"National currency, Millions",2017,32111.3529
Based on area planted or animal numbers,"National currency, Millions",2018,32711.2818
Based on area planted or animal numbers,"National currency, Millions",2019,46429.0111
Based on area planted or animal numbers,"National currency, Millions",2020,40175.0343
Based on area planted or animal numbers,"National currency, Millions",2021,53365.8515
Based on area planted or animal numbers,"National currency, Millions",2022,45888.7747
Based on area planted or animal numbers,"National currency, Millions",2023,46684.7333
Based on area planted or animal numbers,"National currency, Millions",2024,43298.2961
With input constraints,"Euro, Millions",2013,13740.749
With input constraints,"Euro, Millions",2014,17211.1431
With input constraints,"Euro, Millions",2015,22221.5768
With input constraints,"Euro, Millions",2016,22287.9573
With input constraints,"Euro, Millions",2017,23901.5288
With input constraints,"Euro, Millions",2018,24093.1418
With input constraints,"Euro, Millions",2019,37603.9492
With input constraints,"Euro, Millions",2020,31150.292
With input constraints,"Euro, Millions",2021,39416.8093
With input constraints,"Euro, Millions",2022,37104.3454
With input constraints,"Euro, Millions",2023,35106.4604
With input constraints,"Euro, Millions",2024,33714.6486
With input constraints,"US dollar, Millions",2013,18249.3396
With input constraints,"US dollar, Millions",2014,22865.023
With input constraints,"US dollar, Millions",2015,24655.1375
With input constraints,"US dollar, Millions",2016,24670.6212
With input constraints,"US dollar, Millions",2017,27001.0922
With input constraints,"US dollar, Millions",2018,28452.8933
With input constraints,"US dollar, Millions",2019,42096.6748
With input constraints,"US dollar, Millions",2020,35579.7585
With input constraints,"US dollar, Millions",2021,46619.8569
With input constraints,"US dollar, Millions",2022,39072.6703
With input constraints,"US dollar, Millions",2023,37959.4961
With input constraints,"US dollar, Millions",2024,36492.0592
With input constraints,"National currency, Millions",2013,18249.3396
With input constraints,"National currency, Millions",2014,22865.023
With input constraints,"National currency, Millions",2015,24655.1375
With input constraints,"National currency, Millions",2016,24670.6212
With input constraints,"National currency, Millions",2017,27001.0922
With input constraints,"National currency, Millions",2018,28452.8933
With input constraints,"National currency, Millions",2019,42096.6748
With input constraints,"National currency, Millions",2020,35579.7585
With input constraints,"National currency, Millions",2021,46619.8569
With input constraints,"National currency, Millions",2022,39072.6703
With input constraints,"National currency, Millions",2023,37959.4961
With input constraints,"National currency, Millions",2024,36492.0592
Based on farm receipts or farm income,"Euro, Millions",2013,2842.4088
Based on farm receipts or farm income,"Euro, Millions",2014,2566.2397
Based on farm receipts or farm income,"Euro, Millions",2015,3061.8569
Based on farm receipts or farm income,"Euro, Millions",2016,3506.6537
Based on farm receipts or farm income,"Euro, Millions",2017,3031.7321
Based on farm receipts or farm income,"Euro, Millions",2018,3721.7126
Based on farm receipts or farm income,"Euro, Millions",2019,3901.4489
Based on farm receipts or farm income,"Euro, Millions",2020,4564.0825
Based on farm receipts or farm income,"Euro, Millions",2021,5699.5366
Based on farm receipts or farm income,"Euro, Millions",2022,5856.2476
Based on farm receipts or farm income,"Euro, Millions",2023,6780.4248
Based on farm receipts or farm income,"Euro, Millions",2024,8516.0212
Based on farm receipts or farm income,"US dollar, Millions",2013,3775.055
Based on farm receipts or farm income,"US dollar, Millions",2014,3409.2523
Based on farm receipts or farm income,"US dollar, Millions",2015,3397.1713
Based on farm receipts or farm income,"US dollar, Millions",2016,3881.5278
Based on farm receipts or farm income,"US dollar, Millions",2017,3424.8888
Based on farm receipts or farm income,"US dollar, Millions",2018,4395.1716
Based on farm receipts or farm income,"US dollar, Millions",2019,4367.5739
Based on farm receipts or farm income,"US dollar, Millions",2020,5213.0796
Based on farm receipts or farm income,"US dollar, Millions",2021,6741.0728
Based on farm receipts or farm income,"US dollar, Millions",2022,6166.9119
Based on farm receipts or farm income,"US dollar, Millions",2023,7331.4571
Based on farm receipts or farm income,"US dollar, Millions",2024,9217.5705
Based on farm receipts or farm income,"National currency, Millions",2013,3775.055
Based on farm receipts or farm income,"National currency, Millions",2014,3409.2523
Based on farm receipts or farm income,"National currency, Millions",2015,3397.1713
Based on farm receipts or farm income,"National currency, Millions",2016,3881.5278
Based on farm receipts or farm income,"National currency, Millions",2017,3424.8888
Based on farm receipts or farm income,"National currency, Millions",2018,4395.1716
Based on farm receipts or farm income,"National currency, Millions",2019,4367.5739
Based on farm receipts or farm income,"National currency, Millions",2020,5213.0796
Based on farm receipts or farm income,"National currency, Millions",2021,6741.0728
Based on farm receipts or farm income,"National currency, Millions",2022,6166.9119
Based on farm receipts or farm income,"National currency, Millions",2023,7331.4571
Based on farm receipts or farm income,"National currency, Millions",2024,9217.5705
"Payments based on non-current area planted / animal numbers / receipts / income, production required","Euro, Millions",2013,1508.321
"Payments based on non-current area planted / animal numbers / receipts / income, production required","Euro, Millions",2014,2297.0828
"Payments based on non-current area planted / animal numbers / receipts / income, production required","Euro, Millions",2015,2254.1313
"Payments based on non-current area planted / animal numbers / receipts / income, production required","Euro, Millions",2016,2330.7035
"Payments based on non-current area planted / animal numbers / receipts / income, production required","Euro, Millions",2017,1781.5176
"Payments based on non-current area planted / animal numbers / receipts / income, production required","Euro, Millions",2018,1887.8686
"Payments based on non-current area planted / animal numbers / receipts / income, production required","Euro, Millions",2019,2118.3176
"Payments based on non-current area planted / animal numbers / receipts / income, production required","Euro, Millions",2020,1734.1822
"Payments based on non-current area planted / animal numbers / receipts / income, production required","Euro, Millions",2021,4082.0089
